24,262,303
27,268,326
23,213,336
28,139,326
27,225,330
24,107,223
22,48,200
22,242,287
24,109,315
30,130,321
25,142,143
23,118,270
20,116,150
23,287,243
24,145,193
25,117,253
27,112,267
28,81,220
24,83,193
27,136,190
30,154,277
23,53,143
28,108,187
30,157,233
32,225,311
27,146,335
28,153,316
30,179,167
31,203,137
26,229,150
33,156,267
32,250,230
34,161,302
32,140,277
21,242,243
24,120,210
25,203,200
27,101,302
27,180,150
31,180,170
31,215,170
28,195,162
27,163,243
32,156,230
33,170,133
31,130,125
31,107,125
29,72,125
29,77,125
31,78,125
28,138,150
32,207,287
32,196,307
32,125,283
33,190,303
26,282,310
30,127,321
31,168,193
32,152,197
33,168,227
33,154,273
31,155,283
32,158,250
32,182,277
33,156,150
33,131,230
32,151,300
37,181,319
36,153,325
33,132,253
33,123,125
33,124,125
34,154,138
29,205,150
32,213,180
32,195,133
31,110,125
32,110,125
32,90,112
32,77,125
32,110,138
32,99,125
33,109,138
33,126,125
33,125,138
33,124,138
33,95,138
33,109,138
33,136,138
34,148,150
35,110,170
33,98,153
33,64,150
33,39,162
33,56,150
33,102,167
32,80,138
29,327,162
29,333,177
28,324,183
27,294,227
31,247,277
31,211,322
33,174,327
33,69,315
30,63,247
28,74,190
28,29,273
22,101,263
28,202,325
29,128,315
27,127,315
24,103,309
28,47,217
28,60,170
24,62,138
25,81,125
27,167,125
27,285,150
26,222,160
25,300,125
26,215,125
25,58,125
26,101,125
26,107,137
26,112,193
28,96,183
29,84,112
30,73,112
27,54,138
24,78,162
28,276,200
29,195,293
30,202,162
26,211,125
26,298,138
26,212,180
25,55,127
23,105,125
22,178,100
20,102,112
22,37,112
24,34,125
22,25,177
20,35,127
22,64,160
25,91,150
27,246,227
23,121,183
24,74,138
22,97,170
23,91,160
23,74,125
23,100,125
23,143,138
25,98,175
21,198,223
24,115,163
21,101,150
19,319,173
15,131,137
16,179,112
16,102,133
15,164,125
18,232,207
20,170,326
23,189,328
23,78,329
23,158,318
13,264,230
13,219,127
14,293,150
18,189,263
21,180,313
22,125,277
21,229,318
18,67,338
18,92,283
18,93,138
24,165,175
23,94,316
19,68,346
21,38,302
13,144,213
6,331,125
8,332,183
12,177,320
10,254,315
13,326,253
13,132,345
12,42,315
15,234,175
14,175,305
14,46,345
15,118,227
17,256,200
19,268,325
12,273,350
15,170,300
16,171,343
14,103,352
12,42,332
14,82,140
19,170,175
14,223,233
8,336,267
7,316,175
8,294,325
12,152,366
17,155,351
19,41,263
13,58,327
18,204,305
9,300,240
11,236,336
10,60,368
12,90,197
11,299,175
6,334,162
7,254,250
7,301,302
10,157,324
14,86,310
14,132,305
15,158,280
15,68,323
14,102,345
11,70,321
13,58,220
14,201,170
9,296,271
9,250,332
9,137,330
9,75,337
8,275,247
10,231,318
8,269,344
7,97,193
8,34,125
10,84,162
8,64,305
9,207,287
4,291,337
7,288,314
7,253,283
7,151,308
9,73,193
10,100,223
12,150,325
11,129,321
14,126,290
20,264,223
5,262,310
7,122,207
7,176,150
8,139,220
11,125,170
12,280,200
10,217,311
10,26,351
10,48,309
6,182,125
5,312,175
6,311,331
8,317,304
11,199,305
13,143,328
15,110,325
15,141,328
17,180,328
11,84,302
12,86,304
18,175,138
14,68,280
9,99,290
8,288,180
6,292,311
9,200,329
12,160,309
14,206,334
14,76,351
14,128,305
17,254,302
9,305,313
13,149,309
19,145,317
12,145,324
11,77,330
14,157,217
14,169,267
17,196,306
16,158,334
15,129,326
13,90,323
10,104,237
12,260,250
13,142,223
12,91,243
13,91,187
13,72,273
14,81,243
14,226,297
15,193,306
10,99,322
11,84,150
12,86,180
14,308,306
17,289,329
18,229,322
21,184,297
15,185,326
11,74,312
14,137,260
16,237,328
21,207,335
21,145,321
19,147,313
22,151,283
24,86,331
15,46,307
21,101,328
13,37,267
14,220,213
14,310,315
18,141,280
19,155,140
24,169,203
28,167,300
28,117,309
23,262,319
27,206,308
22,140,253
25,230,305
21,217,319
20,251,263
21,142,273
23,141,297
23,120,304
18,63,183
20,258,200
23,246,304
28,228,315
28,180,301
26,137,220
18,114,133
21,115,138
22,208,162
23,305,303
24,89,318
26,139,321
18,148,207
21,274,300
30,198,315
31,167,308
19,131,210
28,201,302
27,75,315
23,90,167
23,87,125
26,158,137
26,139,153
25,140,183
27,144,140
26,132,138
28,125,138
25,121,138
22,179,150
28,272,220
26,104,267
29,156,167
30,153,190
29,141,125
30,162,138
32,213,293
30,186,328
29,91,250
29,102,112
27,87,112
21,107,125
29,239,175
28,299,306
29,204,327
31,177,317
28,115,160
28,86,112
22,103,138
20,101,125
25,50,112
26,120,217
26,134,210
28,112,203
27,140,157
24,143,138
29,223,138
25,129,157
24,104,150
27,99,243
25,187,175
26,228,223
28,197,312
28,212,323
24,156,250
28,166,150
31,188,138
31,160,200
31,171,138
32,175,138
31,203,150
35,182,140
34,175,138
35,187,160
34,195,197
32,194,127
32,221,125
34,204,153
35,196,237
36,182,257
35,173,277
35,167,210
34,167,130
33,166,150
35,210,260
36,212,220
38,197,200
39,185,250
39,179,302
40,171,243
40,182,273
40,145,302
38,99,300
37,141,277
35,132,138
35,115,125
33,119,138
34,133,125
34,143,113
34,147,125
36,153,157
37,158,233
36,212,304
37,216,323
38,180,323
35,261,190
33,267,175
34,254,220
36,181,315
29,140,260
35,205,200
33,267,175
33,285,305
33,267,163
34,222,150
34,168,150
36,175,220
34,210,150
34,173,180
34,130,125
34,149,138
36,207,150
36,166,163
31,68,138
33,118,125
36,173,125
33,66,125
30,55,138
28,43,138
29,49,150
28,92,150
29,102,138
30,124,138
33,154,162
35,231,297
32,144,188
30,308,167
29,125,180
29,45,187
29,34,138
25,20,138
28,180,138
30,236,175
31,197,306
30,140,324
21,66,157
23,63,150
28,81,157
22,101,183
24,106,162
29,167,188
33,267,240
30,158,217
23,217,138
26,83,125
23,125,150
31,184,162
28,192,133
25,24,125
23,28,138
22,99,200
19,327,312
26,112,301
27,113,138
29,128,138
31,147,150
23,134,125
20,64,112
21,37,125
22,48,125
19,40,138
20,33,138
20,20,150
23,60,183
22,306,193
22,98,175
23,181,220
23,343,327
20,334,257
21,181,183
22,142,177
23,87,197
22,23,233
23,176,247
16,261,300
19,199,138
22,153,147
25,212,203
25,206,309
15,181,327
17,110,138
21,129,150
22,262,214
23,153,328
21,92,325
22,183,162
17,34,250
18,95,125
20,114,125
17,76,177
18,79,287
16,96,210
18,76,173
12,177,125
12,140,138
12,221,200
12,161,162
13,333,310
13,294,315
15,239,270
15,195,327
18,190,311
16,98,322
20,267,240
15,64,312
11,57,325
12,109,147
12,75,283
16,261,217
14,211,290
9,293,332
11,147,270
12,339,316
8,324,338
9,213,227
14,288,379
12,213,522
10,45,522
11,58,433
9,60,150
9,82,180
8,334,175
5,314,323
8,292,314
10,129,314
11,252,273
12,212,293
14,150,332
17,161,327
13,305,306
10,240,355
12,68,312
11,82,273
12,124,267
13,86,150
11,204,227
11,248,316
11,90,402
14,119,309
10,47,200
7,44,157
7,300,150
7,133,188
10,211,325
5,296,229
6,283,336
6,306,220
6,285,263
3,332,308
6,100,352
12,164,405
15,150,210
16,254,330
13,221,309
11,57,343
10,48,334
9,56,353
9,65,340
11,315,290
7,26,300
5,29,351
3,35,167
1,92,125
4,36,125
5,302,138
1,316,200
4,277,342
3,322,399
7,215,391
8,319,357
3,341,344
3,292,350
6,297,237
5,216,313
7,156,213
8,242,188
10,177,334
9,164,324
9,295,315
8,297,267
12,191,237
18,156,230
9,37,273
8,146,247
11,109,138
12,104,270
10,42,112
10,37,138
9,76,301
10,192,240
13,176,302
15,97,310
12,28,270
14,117,240
16,147,280
14,249,267
15,137,223
10,110,341
20,162,153
24,158,230
12,259,207
12,90,133
12,86,113
10,338,147
11,282,270
15,169,293
18,130,304
21,165,318
24,162,335
24,162,163
20,151,310
12,16,253
13,105,173
17,223,143
11,338,193
9,306,220
8,311,308
16,243,233
20,181,332
21,134,335
20,144,325
22,170,314
22,152,312
24,155,302
24,126,280
22,97,200
22,134,230
27,159,301
26,150,307
26,154,311
18,27,247
17,108,227
17,316,304
14,297,183
21,193,494
24,177,431
27,171,349
28,149,402
21,89,203
18,113,153
17,307,223
20,194,312
16,97,203
21,136,270
24,145,304
26,138,267
24,142,220
25,152,217
30,169,217
26,130,257
16,324,167
23,199,305
24,132,203
27,184,324
27,123,342
28,171,335
31,154,328
31,210,301
27,198,332
25,209,233
27,128,287
21,179,200
27,201,301
21,159,227
24,184,250
22,83,237
21,122,153
26,150,163
30,215,313
29,141,333
30,143,323
33,164,315
35,173,297
35,180,270
33,130,305
21,80,203
21,71,125
21,92,170
26,223,283
27,139,270
27,138,280
28,125,193
26,95,220
27,121,260
30,147,327
29,141,337
29,113,328
21,129,297
27,134,263
27,123,233
25,119,257
28,166,280
26,237,332
28,143,312
29,119,290
26,100,177
26,83,183
26,133,290
31,240,319
32,166,318
33,158,330
30,134,304
30,116,127
28,85,187
28,126,177
31,130,153
32,124,170
24,44,112
29,75,133
22,84,183
26,93,112
26,120,150
34,153,267
37,190,267
37,211,227
35,246,217
31,154,203
30,152,137
30,154,123
32,128,217
32,122,138
33,132,267
30,129,197
30,94,133
31,83,138
33,134,213
33,153,127
32,130,112
31,117,125
33,146,112
33,154,112
32,156,112
32,148,112
32,146,112
32,143,100
32,143,112
33,138,112
33,119,183
33,63,187
28,201,138
32,138,150
34,199,217
37,172,257
38,153,257
36,148,273
37,123,303
37,127,304
36,161,240
35,82,180
34,110,233
34,71,170
31,156,138
34,158,177
34,144,173
35,137,177
34,125,137
34,106,167
34,109,183
36,146,223
35,121,197
28,76,137
32,131,125
32,119,125
33,72,127
32,96,138
29,125,138
31,132,125
32,141,125
32,159,150
32,118,137
33,116,150
34,319,197
33,210,250
30,57,163
32,154,123
32,145,112
32,148,125
32,146,112
33,156,125
34,187,150
33,220,257
33,205,290
34,263,305
33,315,290
32,159,384
33,209,358
23,305,330
26,156,125
28,110,125
27,91,125
25,85,125
28,53,133
29,132,127
31,116,125
31,111,138
32,126,138
28,108,138
33,179,138
32,190,227
33,252,230
28,212,213
26,125,177
29,43,328
28,56,240
25,53,305
26,28,197
27,51,213
27,44,112
27,98,138
28,247,290
26,261,140
27,181,183
26,155,180
26,26,150
22,211,140
26,203,193
27,135,243
25,87,147
26,194,190
21,224,210
21,100,308
21,88,243
23,81,147
22,89,120
22,80,125
20,105,180
23,184,283
21,58,173
21,112,123
21,66,117
23,85,138
19,201,150
23,185,310
23,89,318
23,136,300
24,300,316
21,292,263
25,249,270
24,73,312
20,41,320
19,41,147
19,60,112
21,85,120
23,89,227
21,84,163
20,86,193
19,211,150
14,281,240
18,190,162
20,112,307
22,247,418
16,99,435
18,156,120
18,54,163
17,194,240
17,198,167
17,41,173
13,147,130
15,323,175
17,157,321
15,228,306
15,223,125
16,110,233
20,205,300
19,96,290
20,70,334
20,214,312
19,134,325
19,163,352
19,125,342
21,149,320
22,179,223
21,207,207
17,160,310
13,70,203
12,98,130
8,347,125
4,342,207
6,249,213
10,51,257
10,298,125
8,325,188
8,341,331
11,143,332
11,102,310
10,289,162
13,282,311
16,219,344
16,214,337
15,110,324
16,156,220
14,123,318
13,262,273
12,145,300
13,104,220
11,36,140
8,20,110
3,337,140
4,334,213
3,335,257
6,340,243
8,221,236
6,17,210
9,67,329
11,182,318
10,161,150
9,162,250
8,59,217
9,14,223
7,44,330
10,45,197
10,119,160
9,317,200
10,204,300
10,53,335
9,97,334
8,270,350
12,318,250
12,119,334
11,245,337
9,252,332
11,313,331
12,278,303
17,287,336
16,105,340
13,61,341
6,280,233
11,191,130
11,208,150
12,85,306
17,128,300
9,241,207
13,279,175
14,161,321
13,293,317
12,207,318
14,136,324
18,154,153
12,44,308
7,47,207
7,48,112
4,26,112
7,150,143
8,80,203
9,48,180
8,75,190
9,38,210
6,123,125
10,162,302
9,125,213
12,296,138
7,27,230
9,48,308
8,198,322
12,252,313
14,175,350
14,156,346
13,74,355
11,66,277
12,100,210
12,74,237
9,61,328
12,252,315
16,253,332
11,118,340
15,240,337
12,131,328
12,91,315
16,236,162
13,269,223
19,232,312
20,201,328
15,98,327
13,138,160
20,210,162
18,144,309
21,141,362
14,135,377
19,144,253
26,188,263
18,122,233
12,29,314
16,82,162
15,118,197
18,168,290
20,193,320
21,143,319
19,63,312
19,109,324
22,183,305
16,74,138
18,163,283
17,160,227
19,138,311
15,136,290
25,237,324
25,177,316
30,205,328
27,99,332
29,205,277
14,276,162
15,59,200
21,165,315
20,134,193
21,165,301
20,87,250
18,148,150
25,156,303
28,151,311
22,114,306
23,126,140
25,124,197
21,122,188
29,213,297
26,101,346
25,92,280
20,20,187
18,82,162
23,148,237
25,66,277
20,67,180
24,200,318
24,136,313
28,122,217
26,119,312
25,121,297
20,43,300
20,57,125
21,119,150
27,115,267
26,135,287
28,142,304
27,130,270
22,138,193
23,102,170
23,125,167
27,115,303
28,116,175
31,226,280
30,81,318
26,87,243
30,193,237
33,186,303
35,189,325
31,168,280
28,160,187
23,160,180
32,135,223
26,38,188
30,179,290
26,142,188
27,169,318
27,115,253
28,132,175
29,129,213
33,121,240
32,126,304
33,192,177
30,220,150
29,122,183
31,129,177
30,118,300
29,47,210
27,126,137
22,121,167
28,44,150
34,200,313
32,136,332
29,162,223
23,196,138
29,179,227
25,117,173
23,76,140
29,59,220
29,56,203
26,122,257
26,125,125
26,105,143
30,117,237
34,141,280
31,221,277
31,220,153
33,75,125
26,88,133
26,78,197
31,102,270
31,111,253
30,139,257
35,230,220
33,197,312
24,80,138
26,45,150
30,135,312
28,105,223
24,63,138
30,87,223
31,121,173
28,100,133
30,136,163
32,98,112
32,118,138
32,261,177
35,112,270
35,160,237
35,180,177
36,192,237
37,209,270
37,199,311
34,168,277
34,164,167
35,168,123
36,173,125
34,160,112
33,150,112
33,138,112
33,101,138
33,125,125
33,126,125
34,119,137
33,124,193
35,100,125
32,70,138
31,102,150
31,232,162
34,261,175
35,144,243
36,129,290
33,296,302
35,240,327
37,199,318
35,114,306
33,90,162
32,90,162
35,127,203
35,100,270
33,76,257
33,99,187
33,121,125
36,176,138
36,215,213
34,186,167
24,189,175
34,169,317
30,92,270
25,60,138
26,61,150
27,41,175
30,113,273
32,114,138
31,86,150
32,273,162
33,164,257
34,82,197
33,177,280
33,101,237
32,83,143
32,91,125
32,72,150
29,24,125
30,59,138
30,17,177
29,21,147
27,20,227
27,104,140
24,21,138
22,317,162
27,294,167
29,188,283
29,104,398
28,102,187
29,126,207
30,230,287
30,154,237
28,54,227
25,58,112
28,292,125
30,120,153
30,115,287
27,30,207
26,59,138
26,104,210
24,170,314
25,82,250
26,118,150
26,63,277
26,16,312
26,47,190
26,51,153
19,15,112
21,67,143
22,23,173
23,62,157
25,111,283
26,63,310
24,72,293
24,84,220
25,39,273
23,16,200
24,188,302
20,65,160
23,210,175
25,209,318
26,117,329
26,169,311
24,104,320
24,88,304
25,42,331
22,24,220
22,152,237
21,134,138
20,41,150
20,13,240
23,171,138
23,225,150
26,234,257
21,125,303
19,266,175
20,122,305
20,160,150
22,157,150
25,191,162
14,333,187
16,171,309
17,62,243
18,113,160
22,84,150
20,107,173
21,172,150
11,67,227
14,88,125
12,321,125
12,121,138
13,34,138
14,79,138
12,259,162
13,320,200
15,311,318
14,226,335
14,107,346
12,41,316
13,252,150
16,251,263
14,186,332
18,184,340
17,216,333
14,54,350
17,165,240
16,178,223
17,113,316
19,146,162
16,237,223
10,40,328
9,104,223
11,77,188
11,79,297
12,181,210
14,90,188
12,80,237
15,119,247
12,313,188
13,286,220
12,132,327
12,196,320
13,251,233
9,102,264
11,111,125
12,85,140
10,45,310
13,104,313
20,164,240
21,207,214
10,227,214
7,31,297
10,58,247
8,40,162
12,250,271
11,90,347
10,205,358
9,63,354
8,56,290
9,140,162
11,231,270
12,260,329
15,208,335
12,118,355
12,224,344
11,168,332
10,45,220
9,33,301
9,24,125
8,341,150
8,309,200
9,307,334
8,315,328
12,278,329
13,121,305
12,113,170
12,50,193
12,89,331
10,60,125
8,89,157
8,61,125
11,38,138
15,271,227
14,191,327
11,158,297
16,261,162
14,155,250
16,123,303
17,237,138
5,315,138
7,305,160
11,235,138
11,135,103
15,109,100
17,197,112
19,264,150
13,114,321
20,159,167
23,204,237
12,28,318
12,55,150
12,111,167
12,78,200
15,186,147
13,43,162
14,114,173
13,97,138
14,73,220
12,135,167
20,196,163
14,106,315
16,159,137
13,277,138
14,152,207
12,137,318
14,50,308
15,240,160
19,236,150
14,108,253
21,210,125
23,220,455
20,251,419
17,144,253
23,156,150
22,147,257
19,72,293
18,120,125
20,148,183
24,194,175
14,33,257
9,16,112
11,80,112
13,97,204
16,147,260
18,69,127
19,82,223
21,140,312
16,40,112
17,97,125
19,117,193
23,169,210
20,125,270
19,112,187
15,111,187
18,312,312
20,306,321
20,190,328
22,184,308
23,157,287
20,257,309
17,122,302
18,212,247
23,240,318
14,93,167
19,197,173
20,145,177
22,237,277
26,231,305
23,93,250
20,65,133
22,142,157
23,148,150
28,161,270
22,147,287
27,188,227
35,215,313
32,138,313
23,103,207
26,62,180
24,120,190
25,144,200
28,218,304
27,190,325
27,173,321
30,255,163
26,118,138
24,155,162
25,198,227
29,177,333
35,234,333
30,284,243
30,230,388
28,124,260
25,141,150
25,136,160
26,138,163
31,148,273
30,106,315
22,95,162
28,174,240
32,192,318
25,130,322
21,110,188
30,181,312
32,142,312
33,196,175
29,210,188
31,135,263
25,119,150
25,88,150
27,110,150
27,112,210
28,112,175
29,131,197
32,172,312
34,162,308
37,179,270
31,256,187
28,149,247
25,102,240
27,104,237
33,247,157
27,139,147
25,128,240
23,100,125
27,107,138
28,156,162
33,250,203
26,219,270
32,122,180
29,158,177
26,116,150
28,194,193
32,242,157
29,116,138
25,100,162
26,83,138
28,101,150
29,169,167
26,215,162
32,223,173
33,175,150
31,86,150
32,122,150
27,141,190
36,172,283
30,286,193
26,239,247
22,80,150
23,83,150
25,115,162
32,162,270
36,197,217
27,249,197
32,212,315
36,160,305
36,243,163
31,197,210
31,220,318
32,113,302
28,207,230
35,203,257
33,159,100
32,151,100
32,152,100
33,162,95
33,162,103
32,151,100
31,147,125
31,173,125
34,186,138
31,210,217
32,178,153
34,161,197
35,196,177
36,164,127
34,183,150
36,184,153
37,178,193
35,157,138
35,158,138
34,154,187
33,149,220
34,148,190
36,154,173
33,140,160
31,121,160
34,123,157
35,131,150
36,114,162
32,294,188
32,271,227
29,99,175
32,215,175
33,143,200
33,113,138
34,39,150
33,303,188
32,279,283
32,146,293
32,112,150
30,86,200
32,291,317
33,174,302
33,150,163
29,163,177
29,122,175
